Denumire,Locatie,Pret_noapte,Nr_stele,Scor,Nr_evaluari,Nr_nopti,Check-in,Check-out,Nr_camere,Nr_adulti,Nr_copiii
Hotel Sonnenhof,Suceava,720.0,0,9.4,1.362,2,2025-04-14,2025-04-16,1,2,2
Prime Aparments University,Suceava,270000.0,4,9.9,47.0,2,2025-04-14,2025-04-16,1,2,2
Luxury Sunny Apartments near City Center Suceava,Suceava,282000.0,3,9.2,66.0,2,2025-04-14,2025-04-16,1,2,2
Casa Dora,Suceava,239000.0,4,9.2,129.0,2,2025-04-14,2025-04-16,1,2,2
Luxury Apartments and Studios Boulevard G Enescu Suceava,Suceava,360000.0,3,9.3,242.0,2,2025-04-14,2025-04-16,1,2,2
Casa Bucovineana,Suceava,459000.0,0,9.2,1.342,2,2025-04-14,2025-04-16,1,2,2
Apartament Suceava,Suceava,315000.0,3,9.7,46.0,2,2025-04-14,2025-04-16,1,2,2
Deluxe Aparthotel MARWELL RESIDENCE,Suceava,539.5,4,9.8,669.0,2,2025-04-14,2025-04-16,1,2,2
Cozy ApartHotel K Suceava,Suceava,360000.0,3,9.3,349.0,2,2025-04-14,2025-04-16,1,2,2
Mandachi Hotel & SPA,Suceava,860.0,0,9.4,3.183,2,2025-04-14,2025-04-16,1,2,2
Relaxing and Beautiful Apartments in Centre of Historical Suceava,Suceava,315000.0,3,9.1,59.0,2,2025-04-14,2025-04-16,1,2,2
Exclusive Ultracentral Apartments and Studios #Enescu#Universitatii#Suceava,Suceava,360000.0,3,9.4,87.0,2,2025-04-14,2025-04-16,1,2,2
Provence Suceava,Suceava,420000.0,0,9.6,829.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS SUCEAVA Ab,Suceava,250000.0,3,9.6,5.0,2,2025-04-14,2025-04-16,1,2,2
Luxury 1 bedroom Avanera SV,Suceava,277000.0,0,7.7,8.0,2,2025-04-14,2025-04-16,1,2,2
Luxury Apartments Suceava,Suceava,351000.0,3,9.7,12.0,2,2025-04-14,2025-04-16,1,2,2
Lovely Cozy Apartments in Central Suceava,Suceava,360000.0,3,9.3,23.0,2,2025-04-14,2025-04-16,1,2,2
Travelers Home TWO BEDROOMS,Suceava,241500.0,3,9.1,11.0,2,2025-04-14,2025-04-16,1,2,2
Cozy Aparthotel - Central City Suceava,Suceava,396000.0,3,9.5,87.0,2,2025-04-14,2025-04-16,1,2,2
Sunrise paradise,Suceava,380000.0,3,9.6,48.0,2,2025-04-14,2025-04-16,1,2,2
KOA - Aparthotel,Prahova,629.0,0,9.7,1.469,2,2025-04-14,2025-04-16,1,2,2
Deluxe Cozy Apartments - Coresi Mall #Brasov,Prahova,443000.0,3,9.1,268.0,2,2025-04-14,2025-04-16,1,2,2
Coresi Mall Area Studios & Apartments by GLAM,Prahova,375000.0,3,9.3,95.0,2,2025-04-14,2025-04-16,1,2,2
Casa Moritz,Prahova,621.0,0,9.3,994.0,2,2025-04-14,2025-04-16,1,2,2
Vila William’s,Prahova,421000.0,0,9.0,454.0,2,2025-04-14,2025-04-16,1,2,2
Luxury Glam Apartments & Studios near Coresi Mall,Prahova,355000.0,4,9.4,191.0,2,2025-04-14,2025-04-16,1,2,2
Casa Roth,Prahova,230000.0,3,8.4,807.0,2,2025-04-14,2025-04-16,1,2,2
Apartment Alonisos Lux,Prahova,617.5,4,9.6,123.0,2,2025-04-14,2025-04-16,1,2,2
Cozy Luxury Apartments - Coresi Mall #Brasov,Prahova,335500.0,4,9.1,209.0,2,2025-04-14,2025-04-16,1,2,2
KOA - Davino Aparthotel,Prahova,419000.0,0,9.3,458.0,2,2025-04-14,2025-04-16,1,2,2
Mei,Prahova,446500.0,4,9.3,53.0,2,2025-04-14,2025-04-16,1,2,2
COZY Aparthotel - Premium Suites and Studios,Prahova,425500.0,3,9.9,20.0,2,2025-04-14,2025-04-16,1,2,2
1910 Boutique - Self Check-In Only,Prahova,615.5,0,9.0,234.0,2,2025-04-14,2025-04-16,1,2,2
Sabin Apartments Private Parking,Prahova,884.0,4,9.3,345.0,2,2025-04-14,2025-04-16,1,2,2
PEAK Aparthotel - Old Town - by CityHost,Prahova,364500.0,4,9.1,152.0,2,2025-04-14,2025-04-16,1,2,2
Royal Apartment,Prahova,617.5,4,9.8,121.0,2,2025-04-14,2025-04-16,1,2,2
Iza Bella,Prahova,297500.0,0,9.6,11.0,2,2025-04-14,2025-04-16,1,2,2
All Season Studios,Prahova,370500.0,0,8.9,726.0,2,2025-04-14,2025-04-16,1,2,2
"Skylark - Stockholm Penthouse with Jacuzzi, Movie Theater & Panoramic View",Prahova,690.0,4,9.8,54.0,2,2025-04-14,2025-04-16,1,2,2
City Escape Apartments,Prahova,450000.0,3,8.8,119.0,2,2025-04-14,2025-04-16,1,2,2
KOA - Twin Tower,Prahova,459000.0,4,9.3,217.0,2,2025-04-14,2025-04-16,1,2,2
Ylly aparts,Prahova,658.0,4,9.5,131.0,2,2025-04-14,2025-04-16,1,2,2
Select City Center Apartments,Prahova,400000.0,0,9.0,899.0,2,2025-04-14,2025-04-16,1,2,2
Vila Lac,Prahova,919.0,4,9.8,34.0,2,2025-04-14,2025-04-16,1,2,2
Casa Lucan Brașov,Prahova,1086.5,4,9.9,37.0,2,2025-04-14,2025-04-16,1,2,2
Hotel Sinaia,Sinaia,783.0,0,8.8,11.891,2,2025-04-14,2025-04-16,1,2,2
Chalet jolie Luxury Vila Sinaia,Sinaia,720.0,0,9.3,356.0,2,2025-04-14,2025-04-16,1,2,2
Expecto Apartments,Sinaia,568.0,4,9.6,582.0,2,2025-04-14,2025-04-16,1,2,2
Forest Apartments,Sinaia,338500.0,0,9.2,537.0,2,2025-04-14,2025-04-16,1,2,2
Vila Camelia,Sinaia,592.5,0,8.8,2.527,2,2025-04-14,2025-04-16,1,2,2
Hotel Rina Cerbul,Sinaia,403000.0,0,8.2,2.506,2,2025-04-14,2025-04-16,1,2,2
Hotel Carpathia,Sinaia,740.0,0,8.8,1.815,2,2025-04-14,2025-04-16,1,2,2
Cosy&Minimalistic Apartments - Haret Building,Sinaia,372500.0,3,9.7,219.0,2,2025-04-14,2025-04-16,1,2,2
Hotel Bastion,Sinaia,512.0,0,9.1,799.0,2,2025-04-14,2025-04-16,1,2,2
Casa Gabriela,Sinaia,578.0,3,9.5,44.0,2,2025-04-14,2025-04-16,1,2,2
Amandra Chalet,Sinaia,460000.0,0,9.0,46.0,2,2025-04-14,2025-04-16,1,2,2
Vila Retezat Sinaia,Sinaia,498000.0,0,8.9,1.203,2,2025-04-14,2025-04-16,1,2,2
Hotel Regal,Sinaia,632.0,0,9.2,799.0,2,2025-04-14,2025-04-16,1,2,2
Hotel Pestera Wellness & Spa,Sinaia,2250.0,0,9.3,770.0,2,2025-04-14,2025-04-16,1,2,2
Opus Villa,Sinaia,393000.0,0,9.5,1.233,2,2025-04-14,2025-04-16,1,2,2
Hotel Smart,Sinaia,1227.5,0,9.1,720.0,2,2025-04-14,2025-04-16,1,2,2
Vila Micul Castel,Sinaia,315000.0,0,8.6,543.0,2,2025-04-14,2025-04-16,1,2,2
Vila Felix,Sinaia,496000.0,0,9.3,453.0,2,2025-04-14,2025-04-16,1,2,2
Ioana Boutique Hotel,Sinaia,635.0,0,9.3,647.0,2,2025-04-14,2025-04-16,1,2,2
Central Park View Sinaia,Sinaia,790.0,4,9.8,84.0,2,2025-04-14,2025-04-16,1,2,2
SINAI APH Apartments,Sinaia,494500.0,3,9.7,609.0,2,2025-04-14,2025-04-16,1,2,2
Cristal Sinaia,Sinaia,389000.0,0,9.0,449.0,2,2025-04-14,2025-04-16,1,2,2
Opus View,Sinaia,360500.0,0,9.3,918.0,2,2025-04-14,2025-04-16,1,2,2
Moon Village Comarnic,Sinaia,882.0,4,9.4,755.0,2,2025-04-14,2025-04-16,1,2,2
Casa Flandria,Sinaia,450000.0,3,9.4,408.0,2,2025-04-14,2025-04-16,1,2,2
Residence 8 Deluxe,Ploiesti,270000.0,3,9.5,18.0,2,2025-04-14,2025-04-16,1,2,2
Residence 3,Ploiesti,180000.0,3,8.8,56.0,2,2025-04-14,2025-04-16,1,2,2
Albert Hotel,Ploiesti,300000.0,0,8.5,393.0,2,2025-04-14,2025-04-16,1,2,2
Residence 1,Ploiesti,235000.0,3,9.0,146.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS Ploiești B,Ploiesti,300000.0,0,9.0,0.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS Ploiești B4,Ploiesti,300000.0,0,9.0,0.0,2,2025-04-14,2025-04-16,1,2,2
Residence 7 De Lux !,Ploiesti,211500.0,0,9.1,32.0,2,2025-04-14,2025-04-16,1,2,2
Eugenia Apartament,Ploiesti,324000.0,3,9.3,52.0,2,2025-04-14,2025-04-16,1,2,2
ARP Apartments,Ploiesti,299500.0,3,8.5,16.0,2,2025-04-14,2025-04-16,1,2,2
Lorena in White Tower,Ploiesti,240000.0,0,9.0,1.0,2,2025-04-14,2025-04-16,1,2,2
Republicii Residence 2,Ploiesti,222500.0,3,7.8,20.0,2,2025-04-14,2025-04-16,1,2,2
Pensiunea Boema Ploiesti,Ploiesti,310000.0,0,8.0,238.0,2,2025-04-14,2025-04-16,1,2,2
White DeLuxe Apartment,Ploiesti,294000.0,0,9.5,65.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS Piața Victoriei,Ploiesti,220000.0,3,1.0,1.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS Ploiești M4,Ploiesti,260000.0,0,1.8,5.0,2,2025-04-14,2025-04-16,1,2,2
Ultracentral Residence 6,Ploiesti,268000.0,3,6.9,18.0,2,2025-04-14,2025-04-16,1,2,2
Hotel Daly,Ploiesti,450000.0,0,8.6,236.0,2,2025-04-14,2025-04-16,1,2,2
Centru Civic,Ploiesti,240000.0,0,5.2,6.0,2,2025-04-14,2025-04-16,1,2,2
Premier rooms,Ploiesti,400000.0,3,9.2,104.0,2,2025-04-14,2025-04-16,1,2,2
3Rooms Center,Ploiesti,351000.0,3,8.0,1.0,2,2025-04-14,2025-04-16,1,2,2
Vila Pati,Ploiesti,620.0,0,9.3,27.0,2,2025-04-14,2025-04-16,1,2,2
Casa Seciu,Ploiesti,590.0,4,9.2,528.0,2,2025-04-14,2025-04-16,1,2,2
My HOME 1,Ploiesti,315000.0,0,9.2,1.0,2,2025-04-14,2025-04-16,1,2,2
Apartament Simoni,Ploiesti,500.0,3,9.9,16.0,2,2025-04-14,2025-04-16,1,2,2
LC APARTMENTS TEATRULUI Ploiești,Ploiesti,250000.0,0,9.9,0.0,2,2025-05-28,2025-05-30,1,2,2
Residence 8 Deluxe,Ploiesti,270000.0,3,9.5,18.0,2,2025-05-28,2025-05-30,1,2,2
Residence 1,Ploiesti,235000.0,3,9.0,146.0,2,2025-05-28,2025-05-30,1,2,2
Residence 7 De Lux !,Ploiesti,235000.0,0,9.1,32.0,2,2025-05-28,2025-05-30,1,2,2
Ioanic Modern Apartment with Parking,Ploiesti,193500.0,3,9.9,8.0,2,2025-05-28,2025-05-30,1,2,2
Residence 3,Ploiesti,226000.0,3,8.8,56.0,2,2025-05-28,2025-05-30,1,2,2
LC APARTMENTS Ploiești B4,Ploiesti,300000.0,0,8.8,0.0,2,2025-05-28,2025-05-30,1,2,2
LC APARTMENTS Ploiești B,Ploiesti,300000.0,0,8.8,0.0,2,2025-05-28,2025-05-30,1,2,2
Eugenia Apartament,Ploiesti,324000.0,3,9.3,52.0,2,2025-05-28,2025-05-30,1,2,2
ULTRACENTRAL Apartment Cuza Voda,Ploiesti,179000.0,3,9.3,2.0,2,2025-05-28,2025-05-30,1,2,2
ARP LUXURY Apartments,Ploiesti,342000.0,3,9.6,15.0,2,2025-05-28,2025-05-30,1,2,2
ultracentral,Ploiesti,280500.0,3,8.7,14.0,2,2025-05-28,2025-05-30,1,2,2
ARP Apartments,Ploiesti,299500.0,3,8.5,16.0,2,2025-05-28,2025-05-30,1,2,2
Complex Casa Buna Vestire,Ploiesti,450000.0,3,9.7,180.0,2,2025-05-28,2025-05-30,1,2,2
Lorena in White Tower,Ploiesti,240000.0,0,9.0,1.0,2,2025-05-28,2025-05-30,1,2,2
Apartament Genius 2,Ploiesti,422500.0,0,9.9,32.0,2,2025-05-28,2025-05-30,1,2,2
Republicii Residence 2,Ploiesti,222500.0,3,7.8,20.0,2,2025-05-28,2025-05-30,1,2,2
Ultracentral Ploiesti Apartment-Free Private Parking,Ploiesti,418000.0,3,9.2,35.0,2,2025-05-28,2025-05-30,1,2,2
White DeLuxe Apartment,Ploiesti,294000.0,0,9.5,65.0,2,2025-05-28,2025-05-30,1,2,2
Ultracentral Residence 6,Ploiesti,268000.0,3,6.9,18.0,2,2025-05-28,2025-05-30,1,2,2
Catinca Residence,Ploiesti,250000.0,0,6.9,0.0,2,2025-05-28,2025-05-30,1,2,2
LC APARTMENTS Ploiești M4,Ploiesti,260000.0,0,1.8,5.0,2,2025-05-28,2025-05-30,1,2,2
3Rooms Center,Ploiesti,351000.0,3,8.0,1.0,2,2025-05-28,2025-05-30,1,2,2
Hotel Daly,Ploiesti,450000.0,0,8.6,236.0,2,2025-05-28,2025-05-30,1,2,2
Vila Pati,Ploiesti,620.0,0,9.3,27.0,2,2025-05-28,2025-05-30,1,2,2
Hotel Premium Campinas,Campina,490000.0,0,8.6,1.39,2,2025-05-10,2025-05-12,1,2,2
Hotel Vila Rica Campinas,Campina,281500.0,0,8.0,1.965,2,2025-05-10,2025-05-12,1,2,2
Hotel PrimeInn,Campina,271500.0,0,8.2,2.163,2,2025-05-10,2025-05-12,1,2,2
Hotel Casablanca,Campina,230500.0,0,8.7,1.796,2,2025-05-10,2025-05-12,1,2,2
Hotel Esplanada,Campina,265500.0,0,7.1,1.397,2,2025-05-10,2025-05-12,1,2,2
Pousada Santa Genebra,Campina,145000.0,0,9.4,224.0,2,2025-05-10,2025-05-12,1,2,2
Hotel Village Campinas,Campina,273500.0,0,8.7,789.0,2,2025-05-10,2025-05-12,1,2,2
Pousada Happy Inn,Campina,233500.0,0,9.2,677.0,2,2025-05-10,2025-05-12,1,2,2
K1 RESIDENCE TAQUARAL com garagem incluída,Campina,360000.0,3,8.8,551.0,2,2025-05-10,2025-05-12,1,2,2
Hotel Castro Mendes,Campina,233500.0,0,6.6,2.161,2,2025-05-10,2025-05-12,1,2,2
Casa Saito,Campina,197000.0,0,6.6,1.0,2,2025-05-10,2025-05-12,1,2,2
OYO Pousada Tia Léo Campinas,Campina,111500.0,0,5.0,599.0,2,2025-05-10,2025-05-12,1,2,2
Radisson RED Campinas,Campina,1182.5,0,8.8,1.058,2,2025-05-10,2025-05-12,1,2,2
Unity Hotel - Campinas,Campina,324000.0,0,8.2,14.0,2,2025-05-10,2025-05-12,1,2,2
Pousada Seu Jorge,Campina,322000.0,0,9.5,273.0,2,2025-05-10,2025-05-12,1,2,2
Residencial Castelo Branco,Campina,416500.0,3,9.1,41.0,2,2025-05-10,2025-05-12,1,2,2
Lize Hotel Rodoviária,Campina,225000.0,0,6.6,643.0,2,2025-05-10,2025-05-12,1,2,2
Casa Prox Camara Municipal,Campina,209000.0,3,9.5,72.0,2,2025-05-10,2025-05-12,1,2,2
"Apto perto do Hotel Premium com garagem, 3 camas, 2 quartos, portaria 24h",Campina,241500.0,3,9.5,1.0,2,2025-05-10,2025-05-12,1,2,2
Maravilhoso Studio Flat Apto no Bosque - Campinas,Campina,341500.0,3,9.2,23.0,2,2025-05-10,2025-05-12,1,2,2
Lindo Apto Flat Aconchegante e Mobiliado em Campinas !!!,Campina,345000.0,4,9.1,21.0,2,2025-05-10,2025-05-12,1,2,2
Maravilhoso Flat Loft Mobiliado Centro Campinas !!!,Campina,345000.0,4,9.1,8.0,2,2025-05-10,2025-05-12,1,2,2
Hotel Dan Inn Campinas Anhanguera - Melhor Localização e Custo Benefício By Nacional Inn,Campina,382000.0,0,7.9,2.212,2,2025-05-10,2025-05-12,1,2,2
Apartamento inteiro para até 5 pessoas,Campina,338000.0,3,9.3,83.0,2,2025-05-10,2025-05-12,1,2,2
DANI HOTEL,Campina,225000.0,0,6.4,477.0,2,2025-05-10,2025-05-12,1,2,2
